title,release_date,budget,runtime,actor_1_popularity,actor_2_popularity,actor_3_popularity,revenue,country_United States of America,country_United Kingdom,country_France,country_Germany,country_Canada,country_Japan,country_China,country_Australia,country_India,country_Spain,studio_Universal Pictures,studio_Warner Bros. Pictures,studio_Columbia Pictures,studio_20th Century Fox,studio_Paramount,studio_New Line Cinema,studio_Walt Disney Pictures,studio_Lionsgate,studio_Relativity Media,studio_Metro-Goldwyn-Mayer,studio_DreamWorks Pictures,studio_Canal+,studio_Summit Entertainment,studio_StudioCanal,studio_Village Roadshow Pictures,studio_Miramax,studio_Touchstone Pictures,studio_Screen Gems,studio_Dune Entertainment,studio_Blumhouse Productions,genre_Action,genre_Adventure,genre_Animation,genre_Comedy,genre_Crime,genre_Documentary,genre_Drama,genre_Family,genre_Fantasy,genre_History,genre_Horror,genre_Music,genre_Mystery,genre_Romance,genre_Science Fiction,genre_TV Movie,genre_Thriller,genre_War,genre_Western,spoken_language_English,spoken_language_Spanish,spoken_language_French,spoken_language_German,spoken_language_Russian,original_language_af,original_language_ca,original_language_cn,original_language_da,original_language_de,original_language_el,original_language_en,original_language_es,original_language_fa,original_language_fi,original_language_fr,original_language_he,original_language_hi,original_language_hu,original_language_id,original_language_it,original_language_ja,original_language_kn,original_language_ko,original_language_ml,original_language_nl,original_language_no,original_language_pl,original_language_pt,original_language_ro,original_language_ru,original_language_sv,original_language_ta,original_language_te,original_language_th,original_language_tl,original_language_tr,original_language_ur,original_language_zh,mpaa_rating_G,mpaa_rating_NC-17,mpaa_rating_NR,mpaa_rating_PG,mpaa_rating_PG-13,mpaa_rating_R,num_keywords,overview_word_count,tagline_word_count,kw_aftercreditsstinger,kw_based,kw_book,kw_child,kw_city,kw_death,kw_director,kw_duringcreditsstinger,kw_family,kw_father,kw_friendship,kw_love,kw_murder,kw_new,kw_novel,kw_police,kw_relationship,kw_school,kw_sequel,kw_story,kw_true,kw_war,kw_woman,kw_world,kw_york,text_theme_1,text_theme_2,text_theme_3,text_theme_4,text_theme_5
The Other Man,2008-12-25,16.523560759066484,90.0,10.0451,4.7161,3.3785,13.949915568873193,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,23,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.23592745960247294,0.2902455610367466,0.0586582371287766,0.027170508606820253,0.19452465892581444
Marley & Me,2008-12-25,17.909855120186375,115.0,5.0241,5.4033,4.1188,19.3596839555887,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,16,58,3,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.2574425865779521,0.24825519488860287,-0.19590244863964637,0.14244261669397934,-0.025214979659860512
The Spirit,2008-12-25,17.909855120186375,103.0,2.0677,20.6842,7.3181,17.479875394270827,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13,68,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17146584658617028,-0.10260117032191883,0.04504904512859042,-0.025640060396750187,0.05838176509881228
Defiance,2008-12-31,17.281246460764002,137.0,5.6035,2.9621,4.2623,17.750375078392455,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,46,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0.1789457829037247,0.04937158652547825,0.3067369438672567,0.13085603283369485,-0.08981058778360966
Bride Wars,2009-01-09,17.216707939626428,89.0,5.1932,14.104,1.538,18.56370561804076,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,16,5,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12029280257072099,-0.015490910894166585,-0.06208122720536405,-0.10183100934757112,-0.04361543024717789
Dead Snow,2009-01-09,13.592367006650065,91.0,0.3919,0.306,0.3783,14.58876059823474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,47,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10135505172902579,-0.047960698880594475,0.009184437569352371,-0.008535251689638167,0.00251070045512882
Paul Blart: Mall Cop,2009-01-15,17.073607095985757,91.0,3.5336,1.002,2.4198,19.02659723802157,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,73,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15055490082155473,-0.06487073841313357,-0.00026504892092528085,-0.062240729625609156,0.043565324688270506
My Bloody Valentine,2009-01-16,16.523560759066484,101.0,7.3973,1.4719,2.2388,18.44864606368251,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,65,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16099191847082753,-0.04231189901703532,-0.0272711666313401,-0.014261639228380146,0.0038103218998480778
Hotel for Dogs,2009-01-16,17.37085861945369,100.0,6.2258,1.1719,3.6885,18.57768618506829,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11,58,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21027910357987853,-0.09762679637417224,-0.18601386327559713,0.05437548954842873,-0.07478347173727146
I Love You Phillip Morris,2009-01-18,16.38045991542581,98.0,7.7751,5.4534,3.1209,16.848967522341816,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23,53,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.16489205725599093,0.026483990416505118,-0.08967657963629172,-0.06765712128057313,0.03088608091838696
Motherhood,2009-01-21,15.424948470398377,90.0,6.8311,3.2864,2.6579,13.496593719628144,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,49,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.16449987178573017,-0.08819316460492574,-0.049317423894988166,-0.09355685259412165,-0.15003405338746179
Underworld: Rise of the Lycans,2009-01-22,17.37085861945369,92.0,2.8762,4.8588,3.3735,18.339025480976776,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18,63,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.16225818736419487,0.03674855586831644,0.1103332473376605,-0.009923899457462812,3.5480832285186142e-06
New in Town,2009-01-30,15.89495209964411,97.0,2.9794,1.7746,6.1325,17.183179318403543,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,16,84,18,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18720109250879766,0.10690321484452685,-0.07075700790145446,-0.08586226579063241,0.11085295977809922
The International,2009-02-03,17.72753356339242,118.0,3.7364,3.8209,1.6576,17.91254135901409,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,58,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2007533024540585,-0.1519740096210588,0.12987903452006758,-0.0410293820330221,-0.06189795195462942
Push,2009-02-04,17.45309671769066,111.0,8.9642,6.357,1.5694,17.72108080908118,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,70,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131730238986856,-0.04581971364658836,-0.024424261113133196,0.019590196902505512,0.034670866304755604
Beyond a Reasonable Doubt,2009-02-05,17.034386382832476,105.0,1.68,1.8298,4.1595,15.294512396613673,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,24,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12861771275330655,0.05365830033084169,0.011760285149194286,0.03260766766239766,0.2340186957305122
Like Dandelion Dust,2009-02-05,14.73180128983843,100.0,2.3951,2.2697,4.5244,12.773684947384272,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,68,7,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.27591645616874017,0.13858599621985065,-0.1400381559686033,0.1840323201685048,-0.15256679358642322
Confessions of a Shopaholic,2009-02-05,17.50439001207821,104.0,8.9702,2.6688,5.3042,18.500718002380285,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,29,64,12,0,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0.26642097927485814,-0.17281989869502912,-0.03332300982556257,-0.17710364956071664,-0.18976394785103318
Coraline,2009-02-05,17.909855120186375,100.0,6.357,2.5847,2.0625,18.69679618003268,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,33,23,6,1,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0.21512990371759574,-0.115084592718795,-0.06808343349498008,-0.029416310450699718,-0.050329969486115234
Horsemen,2009-02-06,16.811242831518264,90.0,4.1081,4.3374,0.7115,13.8327618942679,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,32,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.1004807137699898,-0.02328393156734879,-0.02663613170982921,0.021081210633455878,0.06967604775618638
He's Just Not That Into You,2009-02-06,17.50439001207821,129.0,3.0249,4.5431,4.814,19.00214836345211,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,18,39,7,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0.10146030775823932,-0.013710980585806836,-0.056592451560287055,-0.041169955402621236,-0.009772112163036067
The Secret of Kells,2009-02-09,15.89495209964411,75.0,0.3192,0.1685,4.3481,14.40519098412362,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15,66,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.1504816912234712,-0.07176757559287818,-0.007435453065325958,-0.017002048204207806,-0.0188498749706788
Crossing Over,2009-02-10,17.034386382832476,113.0,6.9969,2.638,3.5577,13.852165482294824,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,63,17,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.23750884265859884,0.03919654195812242,0.016560520644612064,-0.0910997246411477,0.038623489612977326
Friday the 13th,2009-02-11,16.759949537130716,97.0,4.3192,3.6642,3.7106,18.33194956895756,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,25,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.15714578885978622,-0.09297534825085224,0.004228854097785953,-0.007344058583735328,0.1091244344946746
Fired Up!,2009-02-20,16.811242831518264,90.0,1.3314,1.79,1.002,16.738623857948042,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,24,8,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09132342358708471,-0.00592774151479471,-0.04224783166522366,-0.14177847102573488,-0.06438794264371382
The Girl with the Dragon Tattoo,2009-02-27,16.38045991542581,152.0,1.4128,3.316,1.01,18.51072171126192,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,28,61,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.12400120826034776,0.050619510538104394,0.06992985955874177,0.015383506217554643,-0.0036727754289254816
Street Fighter: The Legend of Chun-Li,2009-02-27,17.72753356339242,97.0,5.5217,1.4761,4.1848,16.362155013670886,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,37,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1254021331720642,-0.05574148665102955,0.02779603376455713,0.02994035895885218,0.04483111908243488
Watchmen,2009-03-04,18.683045008419857,163.0,3.566,3.7455,2.5028,19.03726531219288,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,29,65,12,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.09686229631264033,-0.06377593547082396,0.04695510874289682,0.011743325835531181,0.03129960611197953
The Young Victoria,2009-03-04,17.37085861945369,105.0,7.6524,3.1712,4.3814,17.18955628022386,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10,57,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2751568104686671,0.24581927117918467,-0.1087971624114216,0.04502133894443553,0.0008415741033885836
Pontypool,2009-03-06,14.22097566607244,96.0,1.4709,0.4302,0.913,10.373491181781864,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,19,65,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16758672753755371,-0.06936713269781258,-0.069427287026051,-0.04318558115260827,0.003377094939839829
City Island,2009-03-06,15.60727002719233,104.0,4.1751,2.5612,1.8486,15.879313197003087,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,20,52,5,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0.27122441821582316,0.010008108549025918,-0.261267439860048,0.40672992863966106,0.009140448521524937
Dragonball Evolution,2009-03-12,17.216707939626428,85.0,2.1887,4.3849,1.3838,17.879884796614874,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,14,72,5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17460492982326842,-0.028341968588905146,0.10176152564865068,-0.039294524215330515,0.06368781400675175
Race to Witch Mountain,2009-03-12,17.72753356339242,98.0,7.754,2.5694,3.2399,18.481813359071293,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10,38,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09808399119151853,-0.044391297447481014,0.011395556136148538,-0.0154116552061008,0.023776843177226368
The Last House on the Left,2009-03-13,16.523560759066484,110.0,1.667,2.6633,1.8773,17.30354703788804,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,44,14,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.21095378339911125,-0.009918679913590819,-0.09799411747272425,0.03776579867980282,-0.03635392214733438
Miss March,2009-03-13,15.60727002719233,89.0,2.0166,0.9441,0.8208,15.339745421034708,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,60,21,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2754456451109404,-0.026404570480528227,-0.006130228322307998,-0.1716943934743548,0.0026152134399663324
Drag Me to Hell,2009-03-15,17.216707939626428,99.0,1.364,4.5431,0.7543,18.32428979232452,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,69,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17625799637400388,0.008345565829198251,-0.07519493519069964,-0.03529551715843217,0.05812962852408146
Duplicity,2009-03-18,17.909855120186375,125.0,6.59,3.7364,2.3513,18.174475568325505,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,33,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07190690514809245,-0.07779363063241827,0.08792613328377852,-0.02600177758412949,0.028434552978571427
Monsters vs Aliens,2009-03-19,18.980296531887788,94.0,4.9704,4.8993,3.4951,19.75964727991376,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,53,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10184114273055177,-0.07679931210227593,0.03797522619441433,-0.022892171723279398,0.03222924653601675
